Ship,Date,country,shiptype,captain_name
dpxvkh,15-12-1958,Greece,Container Ship,Copernicus
pvqdvq,13-06-1539,Chile,Crude Oil Tanker,Mekbuda
nmnirs,24-11-1580,Faeroe Islands,Passenger (Cruise) Ship,Salm
rqrysb,04-03-1620,Sweden,Container Ship,Aldebaran
uavlut,09-06-1658,United States (USA),Bulk Carrier,Fumalsamakah
uyvbit,19-11-1525,Canada,Bulk Carrier,Taiyi
ttdumn,11-04-1772,Indonesia,Container Ship,Unukalhai
uokzoc,28-08-1849,US Minor Outlying Isls,Bulk Carrier,Alrescha
hsrdkc,30-03-1880,Nauru,LNG Tanker,Alphecca
bnczbl,30-06-1990,Estonia,Bulk Carrier,Hadar
bxxzfg,27-07-1911,Greece,Bulk Carrier,Botein
ztvazj,06-05-1813,Japan,Bulk Carrier,Jabbah
vrosoo,06-02-1584,Finland,LNG Tanker,Lesath
jkikiy,15-11-1912,United Kingdom (UK),Container Ship,Naos
mvciab,21-09-1534,Chile,Bulk Carrier,Alioth
uttqno,09-03-1542,Chile,Passenger (Cruise) Ship,Kaus Media
bmmiwj,06-06-1925,Iceland,Bulk Carrier,Kaus Australis
kbfptz,29-03-1871,Fiji,Bulk Carrier,Miaplacidus
rfcdhd,26-02-1618,Faeroe Islands,LNG Tanker,Sham
emrgnh,26-12-1844,Spain,Crude Oil Tanker,Pipirima
oxaiqf,17-12-1836,France,LNG Tanker,Subra
xdsyrs,22-01-1681,Bahamas,Bulk Carrier,Nahn
dbhyzg,05-12-1655,Solomon Islands,Container Ship,Regulus
teutvb,14-08-1582,Norway,Container Ship,Deneb Algedi
nssvjp,04-03-1920,India,Bulk Carrier,Athebyne
wnmxlz,29-11-1703,Russia,Bulk Carrier,Meissa
kbfptz,28-09-1529,Egypt,Passenger (Cruise) Ship,Grumium
eigwfm,02-07-1742,United States (USA),Bulk Carrier,La Superba
lfmlzl,17-03-1998,Argentina,Container Ship,Polaris Australis
hkclit,24-03-1866,Turkmenistan,Container Ship,Antares
lkcgfu,18-06-1916,United States (USA),Container Ship,Taiyangshou
ymoclw,07-03-2003,United Kingdom (UK),Bulk Carrier,Aldulfin
ffmjdr,19-08-1956,United States (USA),Container Ship,Castor
wlqrlr,24-06-1887,Sweden,Bulk Carrier,Aspidiske
mvciab,07-03-1523,United States (USA),Container Ship,Alsciaukat
agddks,01-08-1943,Montenegro,Passenger (Cruise) Ship,Caph
ewibtd,11-01-1812,Sweden,Bulk Carrier,Fawaris
tploox,20-07-1782,Spain,Container Ship,Kochab
aeqxhs,08-06-1523,Italy,Container Ship,Enif
juanqx,02-11-1654,Egypt,Crude Oil Tanker,Porrima
hpckwi,15-04-1979,Russia,LNG Tanker,Segin
lrmhyu,02-06-1920,Korea,Container Ship,Homam
nudkzv,27-08-1901,Kuwait,Container Ship,Algedi
shdacy,25-07-1978,Tunisia,Container Ship,Markab
pgkvdp,07-12-1563,Mexico,Crude Oil Tanker,Canopus
dpxvkh,04-09-1970,Angola,LNG Tanker,Spica
ifbthh,02-10-1565,Spain,Crude Oil Tanker,Sarin
bzlgoy,05-02-1709,Japan,Container Ship,Musica
esxofc,28-01-1789,Argentina,Container Ship,Alhena
yzssgm,28-09-1744,China,Passenger (Cruise) Ship,Azmidi
avcsqh,26-02-1878,United States (USA),LNG Tanker,Elnath
aaclwi,01-01-2005,Argentina,Crude Oil Tanker,Alphard
rpdfqv,14-07-1941,Belgium,Crude Oil Tanker,Khambalia
mnnwzk,14-07-1830,China,Container Ship,Electra
lsienj,24-11-1835,Brazil,Container Ship,Maia
bdaepo,28-08-1672,Germany,Bulk Carrier,Keid
pmakjs,19-04-1669,Canada,Bulk Carrier,Chara
gkfxdb,22-01-1684,Russia,LNG Tanker,Altais
rjitdr,20-08-1696,New Zealand,Crude Oil Tanker,Piautos
voxijj,29-08-1572,Canada,Crude Oil Tanker,Adhil
lhuyfw,18-01-1602,Japan,Container Ship,Mahasim
yjrlkp,04-08-1966,Thailand,Container Ship,Fuyue
rjwbwb,04-04-1828,Croatia,LNG Tanker,Merope
voloog,11-11-1548,Mauritius,Bulk Carrier,Fafnir
grvrut,21-02-1806,Guadeloupe,Crude Oil Tanker,Barnard’s Star
cqpfgt,23-09-1753,Japan,Bulk Carrier,Mirach
weobgi,03-10-1744,Japan,Crude Oil Tanker,Chamukuy
xlycrx,06-11-1606,United States (USA),LNG Tanker,Zaniah
jfmzex,06-04-1564,Poland,Bulk Carrier,Alya
kltrqt,08-10-1726,Philippines,Container Ship,Rigil Kentaurus
wlqrlr,21-06-2000,United States (USA),Container Ship,Tarazed
ahkcef,12-01-1517,Faeroe Islands,Container Ship,Fuyue
tsbdyk,23-03-1822,Greece,Container Ship,Terebellum
kmkucw,03-04-1557,Equatorial Guinea,Container Ship,Alkarab
isgcqd,23-05-1937,United Kingdom (UK),Container Ship,Alcyone
isslyx,20-12-1584,Iceland,Container Ship,Talitha
qsxeez,12-06-1751,Japan,Container Ship,Albali
efwdla,06-04-1837,China,Crude Oil Tanker,Elgafar
asaxbw,10-03-1575,China,LNG Tanker,Alzirr
xnehzv,10-11-1973,United Kingdom (UK),Bulk Carrier,Wezen
fdxfko,24-12-1631,Greece,Bulk Carrier,Dziban
mdpjcp,08-11-1671,Canada,Bulk Carrier,Zaurak
bgilrz,16-11-1881,Faeroe Islands,Container Ship,Phecda
wifklf,21-08-1544,United Kingdom (UK),Bulk Carrier,Avior
blcklj,27-01-1690,Japan,Bulk Carrier,Revati
adbjwz,02-06-1535,Nicaragua,Container Ship,Dubhe
hujrbu,31-03-1934,Japan,Bulk Carrier,Tianyi
mibjqi,22-10-1844,China,Crude Oil Tanker,Azmidi
mavwhy,16-09-1785,Brazil,Crude Oil Tanker,Markab
gyjhhu,26-10-1510,United Kingdom (UK),LNG Tanker,Alpherg
nwnuhf,30-03-2005,Angola,Crude Oil Tanker,Jabbah
cxuejh,29-05-1695,Greece,Bulk Carrier,Aludra
gnpgfo,02-09-1745,Portugal,Container Ship,Aspidiske
qmcqpa,27-07-1856,Greece,Bulk Carrier,Tania Borealis
igdsmk,15-09-1717,China,Bulk Carrier,Vindemiatrix
uudkdg,16-12-1859,Italy,Container Ship,Alsciaukat
dfmhne,05-11-1853,Togolese Rep,Bulk Carrier,Tania Borealis
lrccfu,01-03-2008,Canada,Crude Oil Tanker,Scheat
jrrvda,07-02-1830,Canada,Passenger (Cruise) Ship,Avior
juoqym,21-02-1823,Japan,Bulk Carrier,Fawaris
zoutey,25-05-1560,Croatia,Container Ship,Mirzam
lpjnoe,27-07-1841,New Caledonia,LNG Tanker,Phecda
ofwhct,30-12-1512,Qatar,Offshore Support Vessel,Aladfar
rjogxx,20-10-1911,India,LNG Tanker,Chamukuy
lnrmnq,11-01-1684,Haiti,Bulk Carrier,Nusakan
mcwzcf,14-03-1766,Japan,Bulk Carrier,Alcor
mannqt,15-07-2010,Canada,Crude Oil Tanker,Deneb Algedi
wfiegj,04-08-1856,United States (USA),Passenger (Cruise) Ship,Elkurud
ygrpym,06-12-1890,Spain,Container Ship,Khambalia
mpkrqg,18-10-1678,United States (USA),LNG Tanker,Kurhah
nsxdbn,09-03-1578,United States (USA),Bulk Carrier,Aldhibah
ffxbsg,04-07-1731,Canada,Bulk Carrier,Segin
wcikhi,24-09-1525,Chile,Crude Oil Tanker,Rigil Kentaurus
zhntpc,19-11-2003,Norway,Crude Oil Tanker,Sheratan
jrrvda,10-10-1779,Turkmenistan,LNG Tanker,Zubenelgenubi
tnbxol,13-07-1533,Nauru,Container Ship,Alphecca
enhjsu,12-04-1564,Norway,Bulk Carrier,Enif
ndenwk,12-06-1562,France,LNG Tanker,Salm
sdjkzq,17-11-1849,Papua New Guinea,LNG Tanker,Athebyne
zdygkq,29-04-1938,United States (USA),Passenger (Cruise) Ship,Zaurak
chlano,13-11-1517,Portugal,Passenger (Cruise) Ship,Elkurud
mmlvmr,09-08-1807,Canada,LNG Tanker,Alsafi
zayobv,28-08-1579,Philippines,Offshore Support Vessel,Alfirk
ghksip,29-09-1748,India,Bulk Carrier,Bharani
kfuhbs,28-12-1985,United Kingdom (UK),Container Ship,Alphard
evhdpk,24-03-1612,Spain,Container Ship,Yildun
wltziq,25-10-1570,China,Crude Oil Tanker,Antares
lqjwdi,16-01-1950,Malaysia,Container Ship,Ruchbah
grmxmd,27-04-1626,Sweden,Bulk Carrier,Chamukuy
oltdxf,14-07-1970,United States (USA),Bulk Carrier,Rasalas
azpyvz,02-02-1661,Spain,LNG Tanker,Hadar
qyhpxc,17-11-1881,Japan,Bulk Carrier,Avior
pfhxyf,12-06-1633,Canada,LNG Tanker,Tureis
pjuldu,08-01-1954,Croatia,Container Ship,Tianyi
qfqfrc,12-11-1568,United States (USA),Container Ship,Ancha
twcfmk,08-10-1811,Japan,Container Ship,Acubens
pdvxss,14-04-1800,Norway,Bulk Carrier,Polis
meirva,01-05-1741,Turkey,LNG Tanker,Wazn
dxtakt,15-02-1750,Germany,Container Ship,Fang
ddbtbu,18-07-1788,United States (USA),Container Ship,Fafnir
ilwzgv,15-09-1749,Indonesia,Bulk Carrier,Sadalbari
mbratn,27-02-1928,United Kingdom (UK),Container Ship,Kurhah
lbbfti,02-09-1706,Cyprus,LNG Tanker,Zubenelgenubi
qcspdy,17-07-1672,Jamaica,Container Ship,Saclateni
fvgvhr,16-06-1932,Portugal,Bulk Carrier,Achernar
jeedzd,25-04-1829,Mexico,Bulk Carrier,Dabih
qtapyo,22-05-1762,India,Container Ship,Dabih
xlovch,30-12-1619,Belgium,Bulk Carrier,Markab
wcpvhl,12-09-1914,Greece,Container Ship,Ainalrami
xremmw,04-07-1857,United States (USA),LNG Tanker,Rasalgethi
wcryqs,19-07-1830,Brazil,Bulk Carrier,Alpherg
vlpkbx,19-12-1757,United Kingdom (UK),Bulk Carrier,Azha
peeuvl,31-08-1793,United States (USA),LNG Tanker,Guniibuu
ttkptg,11-08-1528,United Kingdom (UK),Bulk Carrier,Fomalhaut
olqygd,04-07-1663,Denmark,Crude Oil Tanker,Tania Australis
wcqyod,23-12-1751,Madagascar,Container Ship,Terebellum
jfmzex,01-03-1659,Mexico,Crude Oil Tanker,Sulafat
kkvlgw,22-07-1991,United States (USA),Container Ship,Lich
vuznxv,30-08-1806,Canada,Container Ship,Theemin
qvqdwp,12-06-1751,Mauritius,LNG Tanker,Yildun
nldgaw,02-01-1585,United Kingdom (UK),Bulk Carrier,La Superba
clzefk,13-11-1816,United Kingdom (UK),Bulk Carrier,Alcyone
muoaks,23-04-1997,Argentina,LNG Tanker,Athebyne
cysnmr,23-10-1627,Iceland,Bulk Carrier,Xuange
pswmte,07-07-1847,Norway,Crude Oil Tanker,Deneb Algedi
awuqvj,15-07-1697,United Kingdom (UK),Passenger (Cruise) Ship,Bunda
wdlcfu,24-11-1917,United States (USA),Bulk Carrier,Vindemiatrix
odufnx,23-01-1732,Japan,Bulk Carrier,Zubeneschamali
xdvewx,22-12-1712,Japan,Passenger (Cruise) Ship,Zubenelhakrabi
qgtidu,07-03-1713,Iran,Container Ship,Alzirr
aqacmx,10-07-1597,Vietnam,Bulk Carrier,Muphrid
qmovuc,01-11-1703,Fiji,Bulk Carrier,Markab
skjdiy,05-03-1723,Italy,LNG Tanker,Theemin
bbjtfb,01-02-1781,Canada,Crude Oil Tanker,Acrab
pkwyny,17-06-1920,Finland,Bulk Carrier,Enif
ptgxaz,25-10-1502,United Kingdom (UK),Container Ship,Dubhe
ruapsh,25-03-1939,United Kingdom (UK),Bulk Carrier,Segin
umpbzg,27-07-1912,Canada,Bulk Carrier,Thuban
hzvmbo,16-08-1910,Japan,Container Ship,Brachium
pktcto,30-01-1611,Vietnam,LNG Tanker,Mizar
rfcdhd,17-06-1770,Germany,Bulk Carrier,Sadalsuud
jqzuhk,01-04-1718,Italy,LNG Tanker,Cursa
flxxbi,11-03-1898,United Kingdom (UK),LNG Tanker,Alshat
pxknzy,18-03-1736,Panama,LNG Tanker,Dabih
pwipcd,21-08-1964,Faeroe Islands,Crude Oil Tanker,Taiyi
dfnqud,13-10-1853,United Kingdom (UK),LNG Tanker,Dabih
xvikwl,05-08-1678,United States (USA),Bulk Carrier,Enif
bdlkde,17-03-1651,Brazil,LNG Tanker,Rigil Kentaurus
txghqf,11-05-1527,United States (USA),Container Ship,Algol
rabyyw,28-06-1624,Norway,Container Ship,Sirius
fyivlh,05-03-1753,Portugal,Crude Oil Tanker,Muliphein
gnqbaf,16-08-1853,Japan,Container Ship,Tania Australis
bfoqmp,28-06-1532,Portugal,Crude Oil Tanker,Lich
tploox,15-04-1787,Croatia,Bulk Carrier,Zibal
psyaop,06-06-1859,Canada,Crude Oil Tanker,Torcular
sjogcz,12-07-1613,Philippines,Container Ship,Shaula
dwxbjl,15-03-1538,Japan,Container Ship,Brachium
teqopn,14-11-1966,United States (USA),Bulk Carrier,Spica
vswhwc,19-11-1951,Norway,Bulk Carrier,Zaurak
rcnevt,29-12-2007,Nicaragua,Container Ship,Sheliak
noaxdn,17-10-1578,Russia,Crude Oil Tanker,Xamidimura
dgivtx,24-10-1911,United Kingdom (UK),Crude Oil Tanker,Wasat
typbha,12-10-1753,South Africa,Bulk Carrier,Alfirk
mannqt,17-12-1940,Finland,Bulk Carrier,Cujam
jdcgxc,23-02-1569,Guadeloupe,Crude Oil Tanker,Mothallah
imtwrq,03-04-1602,Germany,Bulk Carrier,Celaeno
eigjoa,27-01-1577,Spain,Crude Oil Tanker,Beemim
ozxvom,26-06-1752,Qatar,Bulk Carrier,Ashlesha
kxvltx,15-11-2001,United Kingdom (UK),Bulk Carrier,Fomalhaut
ctocmy,15-02-1647,Panama,Bulk Carrier,Mirfak
rejxjv,24-03-1866,Panama,Crude Oil Tanker,Kochab
cwbbje,26-08-1530,United Kingdom (UK),Container Ship,Acamar
drjhrs,02-04-1878,United States (USA),Crude Oil Tanker,Dubhe
instkg,01-08-1972,Canada,Bulk Carrier,Kang
vosizj,21-01-2009,United Kingdom (UK),Container Ship,Beid
chwdwl,10-09-1669,Canada,LNG Tanker,Sheliak
ofojox,13-04-1637,United Kingdom (UK),Container Ship,Sulafat
ylkswc,10-01-2003,Papua New Guinea,Bulk Carrier,Atria
aeatyx,27-08-1868,Spain,Bulk Carrier,Dalim
zoaeay,04-07-1644,Norway,Crude Oil Tanker,Mirzam
hllqls,11-11-1996,Mauritius,Crude Oil Tanker,Zibal
tgczhh,10-03-1628,Finland,Bulk Carrier,Thuban
jaafej,13-02-1731,Norway,Bulk Carrier,Nembus
wsfjsg,31-12-1864,United Kingdom (UK),Bulk Carrier,Scheat
lsvosl,28-08-1672,Greece,Container Ship,Mirzam
zbmtyb,18-02-1919,Greece,Bulk Carrier,Tonatiuh
agslpq,31-08-1836,Argentina,LNG Tanker,Aldebaran
oiyukt,21-02-1905,Norway,Container Ship,Aldhanab
ajndtz,04-06-1934,Portugal,Passenger (Cruise) Ship,Edasich
jcnwuo,19-03-1903,Norway,Crude Oil Tanker,Ain
suyoev,12-11-1531,Japan,Bulk Carrier,Alcor
hatxkk,20-12-1510,United States (USA),Container Ship,Nunki
ujgklu,27-06-1643,Bahamas,Crude Oil Tanker,Bharani
nmnirs,26-06-1962,Spain,Passenger (Cruise) Ship,Alchiba
ntvwki,12-12-2009,Iran,Crude Oil Tanker,Dubhe
azwivk,26-01-1885,Panama,Bulk Carrier,Betelgeuse
szmhme,25-12-1522,Canada,LNG Tanker,Atlas
otksqg,13-06-1551,Jamaica,LNG Tanker,Copernicus
rrneem,05-08-1988,United Kingdom (UK),Bulk Carrier,Homam
iciknb,05-03-1772,Finland,Container Ship,Wazn
gyznhc,02-04-1720,Fiji,Bulk Carrier,Keid
cptcfe,22-09-1687,Poland,Container Ship,Nembus
ebjdtw,29-12-1508,Greece,LNG Tanker,Arneb
zwowqq,13-11-1662,Slovenia,LNG Tanker,Rasalhague
khliwk,12-07-1503,Panama,Container Ship,Libertas
odgqhc,28-09-1803,Greece,Container Ship,Edasich
jmuzzx,03-10-1633,Canada,LNG Tanker,Sceptrum
havakq,26-01-1851,Sweden,Bulk Carrier,Fang
kxtolk,07-02-1850,Japan,Bulk Carrier,Rasalgethi
qwpgjb,15-12-1507,Italy,Bulk Carrier,Algol
vfftbt,27-01-1730,Japan,Bulk Carrier,Ankaa
ihwqvg,07-07-1847,Mauritius,Bulk Carrier,Libertas
gndnvu,18-11-1888,Australia,Passenger (Cruise) Ship,Procyon
sszygd,06-04-1788,United States (USA),Bulk Carrier,Achernar
ykwyfd,11-12-1792,Belgium,Crude Oil Tanker,Aludra
srgdwr,13-02-1919,United States (USA),Bulk Carrier,Aludra
gsrzjj,08-07-1782,United States (USA),LNG Tanker,Hamal
umrpkk,25-12-1541,Bahamas,Bulk Carrier,Rasalhague
iytfvu,17-06-1624,United Kingdom (UK),Bulk Carrier,Cebalrai
mgoxgz,18-02-1877,Faeroe Islands,LNG Tanker,Musica
tfyynu,03-07-1545,Mauritius,Bulk Carrier,Alnair
irepiu,12-08-1516,Egypt,Bulk Carrier,Yed Prior
umhmtb,16-07-1665,United Kingdom (UK),LNG Tanker,Aspidiske
xjgnoy,23-03-1822,Brazil,Crude Oil Tanker,Lich
gllhym,20-10-1745,Sweden,LNG Tanker,Alula Australis
crjoag,08-02-1819,China,Bulk Carrier,Procyon
ywcgru,25-02-1503,Germany,LNG Tanker,Ukdah
vvlkdo,28-08-1887,Norway,Container Ship,Alphard
dbqwba,06-07-1690,Canada,Crude Oil Tanker,Rigel
azxmdp,27-04-1557,Dominican Rep,Bulk Carrier,Giausar
ehlytc,03-02-1663,United States (USA),LNG Tanker,Alshain
dfnqud,20-06-1552,United Kingdom (UK),Bulk Carrier,Aldhanab
ggafqc,12-06-1756,Estonia,Crude Oil Tanker,Anser
zlcejr,26-02-1914,Panama,LNG Tanker,Jishui
pcsnzz,19-07-2004,Norway,Crude Oil Tanker,La Superba
qprvvl,02-11-1745,Sao Tome & Principe,LNG Tanker,Iklil
wyuilw,21-09-1711,Kuwait,Bulk Carrier,Rasalhague
kaersi,10-10-1566,Japan,Crude Oil Tanker,Mintaka
joglom,12-04-1571,Russia,Container Ship,Alula Borealis
urwbhe,16-12-1967,France,LNG Tanker,Shaula
iibcij,12-12-1619,Sweden,Container Ship,Prima Hyadum
xozyyj,17-12-1836,Belgium,Crude Oil Tanker,Achernar
ekwpis,24-03-1860,Bulgaria,Container Ship,Sadalbari
wegdis,08-12-1848,United States (USA),LNG Tanker,Tarazed
unafxa,16-08-1713,Indonesia,Container Ship,Rasalhague
mxemta,25-10-1641,Panama,LNG Tanker,Alshat
kxhvkd,21-12-1725,Norway,Crude Oil Tanker,Canopus
bgcctl,23-09-1864,Sweden,LNG Tanker,Tarazed
jfaulq,19-06-1824,Japan,Container Ship,Cursa
yjolmv,09-11-1828,Korea,LNG Tanker,Fulu
aktopq,30-03-1676,Portugal,Container Ship,Alcyone
rbxpjl,10-11-1544,Sweden,Offshore Support Vessel,Edasich
awmham,11-04-1525,Japan,Passenger (Cruise) Ship,Phact
bqdlzt,22-01-1979,Argentina,LNG Tanker,Mesarthim
sdgznv,09-10-1700,Egypt,Container Ship,Toliman
nfijhd,20-07-1535,Brazil,Container Ship,Tianguan
nkamxf,04-07-1696,Panama,Bulk Carrier,Beemim
wosaqn,05-08-1773,United Kingdom (UK),Crude Oil Tanker,Cebalrai
ihufyg,09-07-1900,Russia,Container Ship,Meleph
tnhjvo,20-07-1516,Canada,Bulk Carrier,Alnasl
kascup,12-06-1823,Indonesia,LNG Tanker,Alhena
tploox,16-01-1578,Estonia,Bulk Carrier,Tarf
obhmie,07-05-1730,Japan,LNG Tanker,Nekkar
cxruxe,19-06-1593,France,Passenger (Cruise) Ship,Iklil
kaersi,28-09-1738,Nauru,Container Ship,Piautos
yskoet,04-09-1632,Thailand,Container Ship,Castula
tnifky,09-07-1900,Croatia,LNG Tanker,Vindemiatrix
gyznhc,04-07-1988,Sweden,Container Ship,Diphda
vcxgam,04-10-1869,Philippines,Container Ship,Miaplacidus
uokzoc,25-04-1918,Sweden,LNG Tanker,Unurgunite
mwktkf,23-11-1653,Italy,Container Ship,Azelfafage
eibsil,02-09-2001,Norway,Crude Oil Tanker,Gienah
hhkwtk,09-11-1525,Korea,Container Ship,Alpherg
jxzvot,21-09-1870,Canada,LNG Tanker,Secunda Hyadum
tdwafi,23-02-1793,Spain,Crude Oil Tanker,Edasich
ujzton,25-02-1574,Sweden,LNG Tanker,Giausar
xrndpc,26-12-1548,United States (USA),Container Ship,Rukbat
ivrssi,12-07-1765,Faeroe Islands,Crude Oil Tanker,Peacock
xhmnkp,02-01-1794,France,Container Ship,Tania Borealis
zsszny,28-09-1973,Netherlands,Bulk Carrier,Rastaban
xthbsf,06-12-1988,Chile,LNG Tanker,Baten Kaitos
fsdhag,24-08-1725,Canada,LNG Tanker,Kitalpha
txbqty,08-11-1747,United States (USA),LNG Tanker,Nunki
rilqav,27-03-1600,Finland,Container Ship,Toliman
puyrgb,21-01-1896,United Kingdom (UK),Bulk Carrier,Beid
pdvxss,13-05-1911,Sweden,LNG Tanker,Proxima Centauri
iikubp,08-07-1782,United States (USA),Bulk Carrier,Xuange
izfpas,09-07-1537,Chile,Crude Oil Tanker,Kaus Media
fdcdwa,21-03-1826,Poland,LNG Tanker,Elkurud
tfyynu,09-10-1977,United Kingdom (UK),Container Ship,Ain
ifarwt,17-10-1721,Kuwait,Container Ship,Proxima Centauri
eksxta,11-11-1682,United Kingdom (UK),LNG Tanker,Asterope
fnadxb,10-04-1697,Belgium,Crude Oil Tanker,Mimosa
yuprxi,16-08-1853,Canada,Bulk Carrier,Rasalhague
xzoajy,24-11-1919,Norway,Crude Oil Tanker,Yildun
ssxotx,21-06-1859,Norway,Bulk Carrier,Thuban
itdwzy,10-06-1939,Japan,LNG Tanker,Tegmine
fhiyns,15-10-1787,Italy,LNG Tanker,Miram
rlfium,08-10-1742,Puerto Rico,LNG Tanker,Nembus
ifiyjd,27-12-1939,United States (USA),Container Ship,Proxima Centauri
vnijwl,02-08-1672,United Kingdom (UK),Bulk Carrier,Aludra
xvsqfj,22-01-1684,Haiti,Container Ship,Torcular
mzchnx,05-03-1797,Spain,Passenger (Cruise) Ship,Skat
hnnzbo,05-11-1633,Brazil,Container Ship,Algorab
hlcxrg,05-05-1608,Madagascar,Bulk Carrier,Diphda
qtwuuz,10-12-1680,Italy,LNG Tanker,Cor Caroli
jdkrgv,15-11-1685,United Kingdom (UK),Bulk Carrier,Tania Borealis
jxhxea,14-02-1714,United States (USA),Bulk Carrier,Rasalhague
bfvzpv,27-12-1830,Fiji,Bulk Carrier,Elkurud
gjndap,05-04-1795,Madagascar,Container Ship,Castor
gvfpzf,23-02-1945,Norway,LNG Tanker,Terebellum
jxcuyb,27-07-1840,Guadeloupe,Bulk Carrier,Copernicus
arhndt,21-07-1536,Malaysia,LNG Tanker,Furud
nuvhkm,15-12-1652,Germany,Bulk Carrier,Zaurak
fzhfrh,11-04-1801,France,Container Ship,Kraz
dknvkf,28-12-1900,Japan,Bulk Carrier,Schedar
qqizic,29-04-1849,Montenegro,Bulk Carrier,Ginan
uxjpgd,25-03-1651,Australia,Bulk Carrier,Arneb
zdimix,10-05-1589,Japan,Offshore Support Vessel,Kaffaljidhma
lenmaw,10-07-1622,Russia,Bulk Carrier,Muliphein
okihgy,30-09-1859,Sweden,Bulk Carrier,Deneb Algedi
ufvdks,24-01-1880,Poland,Bulk Carrier,Asellus Borealis
xedsua,12-06-1686,United States (USA),Bulk Carrier,Diphda
yreszf,21-10-2010,United Kingdom (UK),Bulk Carrier,Lilii Borea
uvcfas,16-03-1864,United States (USA),Container Ship,Alnitak
biolhr,15-12-1943,Norway,LNG Tanker,Heze
auwnmp,04-03-1839,Libya,Container Ship,Cursa
mfdfpl,20-06-1508,Sweden,Crude Oil Tanker,Bunda
ubtcqa,13-04-1573,Russia,Container Ship,Prima Hyadum
ilnmsf,15-11-1617,Brazil,LNG Tanker,Alrescha
zakumj,01-06-1988,Sweden,LNG Tanker,Rasalas
lupdog,13-07-1842,Canada,FSO,Deneb Algedi
qlajrp,25-02-1891,United Kingdom (UK),Container Ship,Zaurak
bzczeh,27-07-1841,Denmark,Bulk Carrier,Arcturus
lgirzo,07-10-1854,Chile,Container Ship,Zavijava
zdsptk,19-03-1552,United Kingdom (UK),Bulk Carrier,Tejat
tpnlrl,03-09-1923,Greece,Bulk Carrier,Khambalia
dsyggu,09-05-2001,Dominican Rep,Passenger (Cruise) Ship,Revati
qszopl,13-08-1633,United Kingdom (UK),Crude Oil Tanker,Aldhibah
xrfhvi,25-03-1975,Japan,Offshore Support Vessel,Hamal
juanqx,11-12-1506,Australia,Bulk Carrier,Algol
cpexsk,27-07-1912,United Kingdom (UK),LNG Tanker,Tania Australis
lmygkw,02-04-1564,United States (USA),Container Ship,Tejat
aebxao,21-12-1725,Bahamas,Container Ship,Ascella
sdwsml,02-01-1897,Estonia,Bulk Carrier,Fuyue
snwwyk,09-03-1740,Malaysia,LNG Tanker,Hatysa
qynkce,08-05-1879,Cuba,LNG Tanker,Tarf
hyzroo,21-10-1835,Sweden,Container Ship,Baten Kaitos
otrubb,02-11-1600,Mexico,Crude Oil Tanker,Alnilam
ehthjw,26-05-1596,Turkey,Bulk Carrier,Alsephina
hkpktz,20-11-1908,Norway,Crude Oil Tanker,Maasym
fodpiq,20-10-1527,Netherlands,Bulk Carrier,Porrima
svapip,12-08-1911,Russia,LNG Tanker,Alioth
qxqncn,12-08-1996,Haiti,Container Ship,Vega
sljfvl,31-05-1818,Italy,Passenger (Cruise) Ship,Menkib
yhyvio,13-05-1828,Estonia,LNG Tanker,Algenib
mvrcqh,18-02-1791,United Kingdom (UK),Bulk Carrier,Ran
dczztd,02-02-1619,Canada,Bulk Carrier,Wasat
flxxbi,18-01-1998,Mauritius,Crude Oil Tanker,Meissa
qovjre,11-02-1577,Norway,Crude Oil Tanker,Saiph
rpyjhx,22-12-1712,Norway,Container Ship,Intercrus
yreszf,23-01-1945,Qatar,Bulk Carrier,Zhang
hvimzd,16-06-1722,Libya,Bulk Carrier,Lesath
zvnnra,07-01-1932,United Arab Emirates (UAE),Bulk Carrier,Rigil Kentaurus
cpexsk,12-11-1867,Argentina,Crude Oil Tanker,Mimosa
oryjzu,16-03-1984,Argentina,Container Ship,Ain
ytxkel,19-05-1649,Bulgaria,Bulk Carrier,Xuange
gllhym,17-11-1655,Japan,Container Ship,Zhang
otxbfb,31-08-1507,Spain,Bulk Carrier,Celaeno
szsfzb,17-06-1809,Greece,Bulk Carrier,Nahn
rewvog,22-11-1788,United States (USA),Bulk Carrier,Algedi
ozvltc,14-10-1586,Norway,Bulk Carrier,Jabbah
thuxzg,09-05-1569,Japan,Crude Oil Tanker,Hassaleh
wmoent,02-09-1532,Estonia,Crude Oil Tanker,Alnilam
vrmguy,16-01-1753,United States (USA),Container Ship,Aldebaran
sfkyzd,07-09-1543,Nauru,Container Ship,Ain
lkmkdc,09-12-1744,Norway,Bulk Carrier,Terebellum
vzulam,17-11-1659,United States (USA),LNG Tanker,Mothallah
msnfsx,02-03-1614,Faeroe Islands,LNG Tanker,Albali
htcibj,19-12-1722,Chile,Crude Oil Tanker,Ruchbah
fnadxb,20-07-1692,Spain,Crude Oil Tanker,Eltanin
zgpqat,24-03-1763,Japan,LNG Tanker,Almaaz
odufnx,15-01-1904,Argentina,Crude Oil Tanker,Okab
wywtia,11-02-1968,Estonia,Container Ship,Alshat
tjyudl,26-05-1596,Russia,Crude Oil Tanker,Rukbat
djydbc,10-12-1517,United Kingdom (UK),Crude Oil Tanker,Wurren
fmnxkn,19-04-1958,Faeroe Islands,Container Ship,Hadar
ymoclw,02-01-1651,Canada,Container Ship,Sirius
