Ship,Date,country,shiptype,captain_name
phuocs,25-01-1922,Russia,Bulk Carrier,Izar
juanqx,02-11-1654,Turkmenistan,Crude Oil Tanker,Prima Hyadum
nteyam,25-09-1876,Croatia,Bulk Carrier,Avior
gvlyez,14-04-1788,Belgium,Bulk Carrier,Miaplacidus
pkjotg,21-03-1701,United States (USA),Crude Oil Tanker,Lich
tpjvhh,14-04-1554,India,LNG Tanker,Lich
ufagdx,27-05-2010,Italy,Bulk Carrier,Zaniah
vqeumc,17-03-1623,Madagascar,Container Ship,Alshain
rdvute,11-09-1521,Sweden,Container Ship,Saiph
dzujyq,28-12-1603,Sweden,Crude Oil Tanker,Albaldah
xpxddl,31-05-1818,United Kingdom (UK),LNG Tanker,Mebsuta
xboepi,01-08-1806,Bulgaria,LNG Tanker,Fomalhaut
stcxwz,01-09-1926,Spain,LNG Tanker,Eltanin
ggocyq,09-11-1929,Estonia,Bulk Carrier,Hamal
lqjwdi,27-10-1647,Canada,Crude Oil Tanker,Kaus Borealis
bfoqmp,05-05-1593,United States (USA),Bulk Carrier,Fafnir
ifieov,26-05-1688,Italy,Bulk Carrier,Aldulfin
xaczvw,25-12-1577,Canada,LNG Tanker,Sheratan
aebxao,26-09-1802,India,Passenger (Cruise) Ship,Sirius
setovd,14-02-1622,Japan,Bulk Carrier,Menkib
aatyby,17-02-1734,Russia,Passenger (Cruise) Ship,Xuange
zlcqxy,23-03-1822,United States (USA),Crude Oil Tanker,Matar
malxsx,06-07-2008,United Kingdom (UK),Container Ship,Tania Borealis
mcchtq,11-02-1577,Chile,Bulk Carrier,Antares
avbedp,06-05-1863,Greece,Bulk Carrier,Kaus Australis
nseovw,18-07-1882,Sweden,Container Ship,Kitalpha
nathnt,11-11-1548,Tunisia,Bulk Carrier,Torcular
ddbtbu,01-12-1885,Croatia,FSO,Zaurak
lprcxp,21-12-1760,Sao Tome & Principe,Container Ship,Nusakan
btonql,18-02-1754,United States (USA),Passenger (Cruise) Ship,Rasalas
qgtidu,16-08-1717,Greece,LNG Tanker,Tania Australis
zrtiml,27-03-1839,United Kingdom (UK),Crude Oil Tanker,Zubeneschamali
nkqrko,06-08-1825,Norway,Passenger (Cruise) Ship,Nekkar
jltrez,09-02-1892,United States (USA),Container Ship,Kitalpha
pqhygr,01-02-1525,Japan,LNG Tanker,Chamukuy
nbmjze,22-01-1664,Japan,Crude Oil Tanker,Gacrux
hsxiel,26-11-1983,Italy,Container Ship,Menkent
ltsmsf,09-10-1700,New Zealand,Container Ship,Acubens
rxlwhf,29-01-1604,Canada,Bulk Carrier,Sadalbari
bwaiqo,21-07-1977,Canada,Bulk Carrier,Sirius
mapuxp,04-12-1619,Canada,Crude Oil Tanker,Aldhibah
pzdija,27-08-1563,United States (USA),Bulk Carrier,Ainalrami
uqakaq,13-12-1647,Finland,Container Ship,Diadem
qjcvwp,09-09-1633,Brazil,Bulk Carrier,Adhafera
wxrpya,29-07-1848,Estonia,Crude Oil Tanker,Dziban
zrqqon,04-05-1764,India,Crude Oil Tanker,Alnair
kkpztr,25-05-1881,Sweden,Crude Oil Tanker,Bellatrix
pefyfs,10-08-1802,Japan,Crude Oil Tanker,Zosma
xuyemd,07-09-1543,United Arab Emirates (UAE),Crude Oil Tanker,Xamidimura
rduoco,16-12-1597,Chile,Crude Oil Tanker,Aladfar
nippag,07-05-1915,United States (USA),Bulk Carrier,Pollux
xuqxew,11-10-1598,Chile,Container Ship,Alcor
njfswf,07-02-1551,Fiji,Container Ship,Jabbah
ntkblq,30-01-1612,Dominican Rep,Bulk Carrier,Markab
noqjfs,14-02-1981,Croatia,Crude Oil Tanker,Achernar
vlpfjq,22-05-1851,China,Crude Oil Tanker,Barnard’s Star
gnjzwy,08-01-1954,United States (USA),Passenger (Cruise) Ship,Fulu
gqdvxk,20-07-1888,United States (USA),Crude Oil Tanker,Furud
vosizj,02-11-1529,Tunisia,LNG Tanker,Arkab Prior
wcnxpr,11-04-1866,Japan,Passenger (Cruise) Ship,Achird
yeajpv,29-06-1921,Japan,Bulk Carrier,Atria
qsxeez,30-08-1766,United States (USA),Container Ship,Tiaki
lqlolq,27-12-1544,Poland,Bulk Carrier,Kraz
yaqfvg,08-02-1773,Qatar,Passenger (Cruise) Ship,Toliman
xgdjec,26-05-1562,Japan,Container Ship,Alnair
spvasv,08-12-1600,Japan,Crude Oil Tanker,Rukbat
fkvbsq,10-03-1732,France,Bulk Carrier,Intercrus
rrbovh,24-07-1924,Italy,Crude Oil Tanker,Salm
csamjo,12-08-1736,Canada,Passenger (Cruise) Ship,Propus
iadcvb,25-12-1735,Japan,Container Ship,Tiaki
kmvhia,21-03-1869,United Arab Emirates (UAE),Bulk Carrier,Alshain
fdhpfk,10-05-1527,Canada,Container Ship,Barnard’s Star
inqkce,28-07-1963,Italy,Passenger (Cruise) Ship,Rasalgethi
qtwuuz,21-11-1867,United Arab Emirates (UAE),Crude Oil Tanker,Azmidi
ctovzj,26-08-1993,Puerto Rico,Crude Oil Tanker,Okab
eydgwh,30-07-1787,Togolese Rep,Bulk Carrier,Larawag
puvxxn,26-03-1530,Norway,LNG Tanker,Adhil
krxolb,02-11-1984,Egypt,Crude Oil Tanker,Sheratan
wbyxck,15-05-1680,United Kingdom (UK),Bulk Carrier,Azha
dloxtc,12-01-1947,Greece,Bulk Carrier,Alrakis
axupgl,01-08-1689,Aruba,Container Ship,Intercrus
qtwuuz,30-12-1847,Egypt,Container Ship,Kang
hsxiel,26-09-1816,Germany,Container Ship,Kitalpha
vntcqu,22-03-1612,New Zealand,LNG Tanker,Ainalrami
wxnxwq,12-03-1506,United States (USA),Container Ship,Elnath
cplmqb,23-11-1905,Japan,Crude Oil Tanker,Celaeno
hcipsv,16-01-1710,Italy,Container Ship,Scheat
pmxccc,02-07-1930,Greece,LNG Tanker,Jabbah
lbbfti,21-05-1879,Norway,Container Ship,Phecda
ftrmcs,26-09-1683,Madagascar,Container Ship,Tabit
lttnjd,01-11-1785,Chile,Container Ship,Rasalhague
enhjsu,09-11-1828,Spain,LNG Tanker,Mira
oofghs,14-01-1537,Iceland,Container Ship,Alshain
juozzt,21-04-1596,Sweden,Bulk Carrier,Ancha
ralskw,12-10-1664,Sweden,Crude Oil Tanker,Fumalsamakah
adpayh,02-10-1522,Norway,Container Ship,Nashira
vzuwxj,19-11-1980,Greece,Container Ship,Nunki
ktklpi,23-12-1500,Canada,Crude Oil Tanker,Almach
htpstm,06-04-1845,Canada,LNG Tanker,Aludra
lxdusn,27-05-1713,Sweden,Container Ship,Sadr
bjfcbp,02-08-1768,United States (USA),Bulk Carrier,Elgafar
stccvw,02-03-1614,France,Crude Oil Tanker,Brachium
ijjrpy,25-07-1952,Chile,Bulk Carrier,Segin
rijgki,13-08-1869,Togolese Rep,Crude Oil Tanker,Minelauva
iytfvu,04-07-1543,Japan,Bulk Carrier,Alfirk
gywivu,15-08-1586,United States (USA),Bulk Carrier,Fawaris
bdlkde,04-08-1844,Iceland,Container Ship,Denebola
mctvsf,10-10-1886,Turkey,Crude Oil Tanker,Pherkad
xvfssv,17-08-1857,United States (USA),Container Ship,Alzirr
aaeyvy,28-01-1955,Malaysia,Container Ship,Rasalgethi
ulczwj,18-11-1896,Panama,Passenger (Cruise) Ship,Mekbuda
ffmjdr,14-07-1757,United Kingdom (UK),Bulk Carrier,Zubeneschamali
iflncb,30-12-1641,Japan,Crude Oil Tanker,Betelgeuse
mcqvbu,27-05-1705,France,LNG Tanker,Copernicus
amxyst,10-12-1536,Canada,Container Ship,Cebalrai
icdjpv,20-06-1842,Italy,Crude Oil Tanker,Kraz
uhchuj,21-11-1636,United Kingdom (UK),Bulk Carrier,Okab
epurgp,29-03-1605,Panama,Crude Oil Tanker,Alnitak
uthnty,10-11-1544,Sweden,Crude Oil Tanker,Torcular
zujrve,29-10-1710,Argentina,Container Ship,Homam
chkfrw,23-06-1947,Japan,Container Ship,Sadachbia
hwekcb,10-10-1511,Japan,Passenger (Cruise) Ship,Zhang
hsibpo,03-07-1873,Sweden,Bulk Carrier,Regulus
xdsyrs,01-11-1832,Sweden,Passenger (Cruise) Ship,Almach
jphpdk,26-10-1795,Russia,Bulk Carrier,Azelfafage
xxnjac,30-03-1508,Canada,Bulk Carrier,Kraz
spipca,10-08-1790,United Kingdom (UK),Crude Oil Tanker,Antares
caarjk,29-12-1819,Canada,Bulk Carrier,Fomalhaut
egnroh,16-06-1712,Equatorial Guinea,LNG Tanker,Acubens
arwcyb,28-04-1777,Italy,Crude Oil Tanker,Acrab
dtylbi,23-09-1845,Canada,LNG Tanker,Kaffaljidhma
wlkxkh,09-01-1832,Turkey,Bulk Carrier,Canopus
veglmw,23-11-1613,US Minor Outlying Isls,LNG Tanker,Mesarthim
ralpqp,15-08-1783,Aruba,Container Ship,Alderamin
yutydk,06-12-1890,Iran,LNG Tanker,Meissa
htdikt,29-01-1897,Malaysia,Bulk Carrier,Procyon
kiosbn,28-12-1900,Japan,Offshore Support Vessel,Acamar
qxqncn,17-05-1928,Faeroe Islands,Container Ship,Adhil
rerdiw,19-04-1880,Italy,Passenger (Cruise) Ship,Acrab
xjlrek,08-06-1749,Denmark,Crude Oil Tanker,Meridiana
ztrozj,31-01-1661,Brazil,Crude Oil Tanker,Kitalpha
wvoyab,06-01-1803,Puerto Rico,LNG Tanker,Markab
vfmmcl,02-09-1538,Japan,LNG Tanker,Merope
rnjmlo,17-02-1521,Fiji,Crude Oil Tanker,Altais
kkxqjv,11-05-1861,United Arab Emirates (UAE),Passenger (Cruise) Ship,Fawaris
zpuvwm,04-11-1962,Canada,Bulk Carrier,Sarin
gtrhdh,11-11-1548,Chile,Container Ship,Rotanev
kjaojr,08-06-1760,Indonesia,Crude Oil Tanker,Sadalbari
byrqhc,19-12-1537,United Kingdom (UK),Crude Oil Tanker,Polaris
xkwpvg,01-04-1908,Portugal,Bulk Carrier,Maia
gxxgoh,29-06-1921,Latvia,Bulk Carrier,Markab
xjgnoy,31-05-1888,Finland,Bulk Carrier,Polaris
zdlatg,27-12-1778,United States (USA),Crude Oil Tanker,Alchiba
neodbn,27-01-1705,Japan,Crude Oil Tanker,Meissa
aucuht,04-10-1709,Italy,Bulk Carrier,Minelauva
isbhsq,05-07-1789,United States (USA),Bulk Carrier,Nembus
uzfqqy,10-09-1916,United States (USA),Crude Oil Tanker,Betelgeuse
vkyzzk,18-03-2010,Faeroe Islands,Crude Oil Tanker,Cervantes
bkdwje,20-12-1753,Germany,LNG Tanker,Paikauhale
snioaj,20-07-1662,Norway,Container Ship,Saclateni
rdogmn,20-11-1509,Japan,Bulk Carrier,Almaaz
kgsxkl,14-10-1619,Brazil,Bulk Carrier,Fulu
qoyaqv,28-03-1787,Norway,LNG Tanker,Jabbah
tsiyvv,05-06-1818,Faeroe Islands,Container Ship,Ogma
bzgnsq,18-05-1909,Faeroe Islands,Crude Oil Tanker,Fulu
drjtuu,30-10-1942,Spain,Container Ship,Arkab Prior
sciufn,13-05-1580,Croatia,Crude Oil Tanker,Brachium
fdgqax,03-12-1537,Finland,Bulk Carrier,Tianguan
xnhxwe,25-06-1555,Estonia,Bulk Carrier,Dziban
hkclit,16-08-1882,United States (USA),Crude Oil Tanker,Altair
ntvwki,02-01-1651,United States (USA),Bulk Carrier,Yildun
fdaqvz,15-07-1824,Canada,Bulk Carrier,Keid
efquxl,15-09-1717,Croatia,Bulk Carrier,Pherkad
tkqzho,01-05-1731,United Kingdom (UK),Crude Oil Tanker,Adhafera
veyrwm,21-07-1551,Egypt,Bulk Carrier,Yed Prior
tkantm,06-04-1601,United States (USA),Container Ship,Alsephina
ylxsfz,17-11-1703,Turkey,Bulk Carrier,Botein
aboyzy,12-11-1691,United Kingdom (UK),Crude Oil Tanker,Mekbuda
oossrq,12-05-1960,Faeroe Islands,LNG Tanker,Tianyi
hgnoav,15-07-1705,Sweden,Bulk Carrier,Electra
kxvltx,26-04-1504,New Zealand,Bulk Carrier,Acrab
vrjpzw,10-11-1923,United States (USA),Bulk Carrier,Tegmine
lgirzo,04-07-1520,Croatia,Container Ship,Minelauva
vtykyp,29-12-1750,Italy,Container Ship,Kaus Australis
tkgqut,23-09-1849,Japan,Bulk Carrier,Zosma
iwbmfs,03-01-1517,Turkey,Container Ship,Copernicus
sylfac,01-05-1639,Canada,LNG Tanker,Praecipua
lhbdup,04-08-1620,Canada,Bulk Carrier,Rotanev
zszgik,12-07-1994,Japan,Crude Oil Tanker,Kochab
kyriyd,19-07-1760,Denmark,Container Ship,Suhail
ewczgy,28-04-1995,Japan,Bulk Carrier,Acamar
hpkzll,27-01-1908,Chile,LNG Tanker,Lilii Borea
zlfopi,11-04-1994,United States (USA),Bulk Carrier,Phact
pmxccc,01-06-1558,Haiti,Crude Oil Tanker,Dabih
epurgp,11-03-1861,Jamaica,Bulk Carrier,Asterope
lgirzo,04-08-1991,France,Container Ship,Alkarab
eoyxsw,04-09-1647,Japan,Container Ship,Musica
kkjqrx,22-10-1844,Korea,Bulk Carrier,Propus
whrmgj,21-08-1660,China,Bulk Carrier,Pleione
zxpttb,09-03-1740,Greece,Bulk Carrier,Acubens
khrjwe,14-03-2010,United Kingdom (UK),Bulk Carrier,Deneb
yiqrwb,05-11-1560,Iran,Bulk Carrier,Meridiana
fmgzxm,26-08-1987,United Kingdom (UK),Container Ship,Alderamin
qgtidu,17-05-1684,Croatia,Container Ship,Mesarthim
bbecyb,27-06-1987,Canada,Bulk Carrier,Fulu
qqyxxn,21-10-1970,Norway,Crude Oil Tanker,Tarazed
jyuehu,26-02-1841,Canada,Bulk Carrier,Revati
lyelqa,22-05-1927,Japan,Crude Oil Tanker,Imai
oiobsz,07-08-1581,Finland,Offshore Support Vessel,Cujam
rerdiw,11-06-1547,Japan,Container Ship,Maasym
fodpiq,19-05-1505,Egypt,LNG Tanker,Enif
pltuvt,24-03-1866,Norway,Passenger (Cruise) Ship,Meissa
ivxpju,09-11-1537,Canada,Crude Oil Tanker,Gacrux
hqtitx,01-07-1709,New Zealand,Passenger (Cruise) Ship,Almach
ldfvop,18-09-1560,Iceland,LNG Tanker,Prima Hyadum
puhxkj,25-08-1953,Croatia,Bulk Carrier,Dschubba
fwailg,08-05-1659,Italy,Crude Oil Tanker,Phact
krxccy,08-12-1600,Australia,Bulk Carrier,Porrima
lbrdlb,16-08-1982,Poland,Crude Oil Tanker,Altair
mttkcp,06-12-1765,Japan,Container Ship,Piautos
rocmnj,02-03-2004,United Kingdom (UK),Container Ship,Celaeno
mzacsq,27-12-1575,Japan,Crude Oil Tanker,Gacrux
tshejb,25-06-1526,China,LNG Tanker,Adhara
rthhru,27-08-1868,Belgium,Container Ship,Mimosa
xaexbp,03-07-1784,United Kingdom (UK),Container Ship,Matar
ycdcqm,11-04-1525,United Kingdom (UK),Crude Oil Tanker,Ain
jaihrs,08-07-1935,United States (USA),Container Ship,Jishui
zpnrji,06-04-1681,Madagascar,Crude Oil Tanker,Aldhibah
opkkth,27-01-1594,Japan,Bulk Carrier,Alnair
gtrhdh,22-06-1569,United States (USA),Bulk Carrier,Mothallah
ezgzfm,28-12-1880,Iceland,Bulk Carrier,Rasalhague
ydlzma,30-06-1832,Croatia,LNG Tanker,Sheratan
hmajlh,30-11-1533,Turkey,Crude Oil Tanker,Kang
qzeryn,26-10-1575,Dominican Rep,LNG Tanker,Rasalas
dsyggu,21-01-1540,United States (USA),Crude Oil Tanker,Atik
vycqiv,21-01-1896,Norway,LNG Tanker,Anser
ifonep,08-10-1729,Greece,Bulk Carrier,Tianguan
pgkvdp,04-01-1763,Indonesia,Offshore Support Vessel,Alcyone
vcxgam,21-10-1564,Qatar,Bulk Carrier,Procyon
ruuvtr,20-03-1715,Canada,Bulk Carrier,Menkalinan
qtlftn,28-08-1831,Brazil,Passenger (Cruise) Ship,Azha
hqxbgp,18-07-1892,Germany,Bulk Carrier,Sabik
pkwyny,23-03-1557,Canada,Crude Oil Tanker,Bellatrix
qspsgb,18-09-1709,Norway,Container Ship,Paikauhale
jkikiy,09-08-1807,Brazil,Crude Oil Tanker,Atlas
egmmnf,26-09-1802,Italy,Crude Oil Tanker,Menkent
hdpigy,02-01-1585,Greece,Crude Oil Tanker,Muphrid
nzifbq,22-01-1653,Chile,Container Ship,Kaus Borealis
mmjdsa,10-04-1697,Norway,Container Ship,Scheat
yowirx,06-06-1680,France,Container Ship,Canopus
wbistw,30-08-1766,Iceland,Bulk Carrier,Almach
lpiawl,25-01-1858,United Kingdom (UK),Bulk Carrier,Suhail
gwslaf,08-09-1577,Faeroe Islands,LNG Tanker,Atria
bkdtbj,07-12-1892,Madagascar,Crude Oil Tanker,Haedus
gfufaf,17-07-2006,Spain,Bulk Carrier,Diphda
bdaepo,27-03-1828,United States (USA),Bulk Carrier,Polaris
sujpti,28-02-1938,Spain,Container Ship,Taiyi
kfzfvs,06-02-1748,United Kingdom (UK),Crude Oil Tanker,Atria
fnoydx,25-12-1829,China,Container Ship,Botein
egrgek,04-08-1771,Greece,Bulk Carrier,Imai
exwdtl,15-03-1672,Norway,Crude Oil Tanker,Vega
ugpqjv,12-07-1955,Germany,Crude Oil Tanker,Deneb Algedi
eskqgg,27-08-1884,China,LNG Tanker,Sceptrum
dazfsv,14-11-1672,Australia,Bulk Carrier,Nekkar
flxxbi,08-02-1726,Russia,LNG Tanker,Altair
grmxmd,03-06-1777,Malaysia,Bulk Carrier,Helvetios
cejtkw,12-06-1633,United States (USA),Bulk Carrier,Baten Kaitos
bkdwje,09-04-1567,India,LNG Tanker,Atlas
noaxdn,06-02-1610,Libya,Bulk Carrier,Phact
vfqytm,22-05-1746,United Kingdom (UK),Bulk Carrier,Tania Borealis
gduazj,08-06-1807,China,Crude Oil Tanker,Lilii Borea
vifbzl,13-01-1753,Norway,Passenger (Cruise) Ship,Pleione
qybuqk,06-11-1768,Norway,Crude Oil Tanker,Vega
cdooua,15-06-1987,Russia,Container Ship,Diphda
xpkejs,11-02-1595,Japan,FSO,Alcyone
lblkhw,01-12-1580,Mexico,Crude Oil Tanker,Edasich
qzwovt,19-11-1980,Italy,Bulk Carrier,Mothallah
zirigp,20-11-1908,Montenegro,Bulk Carrier,Gudja
yioimg,12-10-1951,Mexico,Bulk Carrier,Proxima Centauri
eigtpf,23-02-1627,Iceland,Container Ship,Asterope
kscvpf,19-01-1804,United States (USA),Crude Oil Tanker,Marsic
srtqcg,11-10-1662,Russia,LNG Tanker,Alpheratz
upjwer,10-07-1518,United States (USA),LNG Tanker,Menkalinan
rewvog,17-08-1503,United States (USA),Bulk Carrier,Fulu
bxxeyj,31-01-1537,Cyprus,Container Ship,Naos
occmrt,22-06-1508,Sweden,LNG Tanker,Ain
nhmoqt,28-09-1744,Japan,LNG Tanker,Lilii Borea
mhjesm,12-01-1517,Croatia,FSO,Menkib
wsdwxx,10-09-1503,United States (USA),Crude Oil Tanker,Subra
djydbc,13-04-1637,Faeroe Islands,Bulk Carrier,Tiaki
tuojmh,26-02-1581,United Kingdom (UK),Crude Oil Tanker,Kaus Borealis
nycrwy,21-06-1566,Chile,Bulk Carrier,Toliman
wrrmhl,11-03-1962,United Kingdom (UK),Container Ship,Alkarab
rnkcdp,16-01-1829,Spain,Crude Oil Tanker,Heze
liadzp,06-04-1904,United Kingdom (UK),Container Ship,Procyon
nytmuf,30-07-1632,Finland,Container Ship,Rigil Kentaurus
bdfjca,08-12-1848,Greece,Container Ship,Sirius
vygcsf,20-03-1885,Sweden,Crude Oil Tanker,Electra
aijbek,21-06-1616,Japan,Bulk Carrier,Betelgeuse
hfbgso,07-09-1629,Croatia,Passenger (Cruise) Ship,Jabbah
depjrz,25-08-1741,Japan,Bulk Carrier,Paikauhale
btonql,03-03-1553,Papua New Guinea,LNG Tanker,Mirfak
qrczmh,24-11-1858,Aruba,LNG Tanker,Algedi
ezrisk,27-01-1577,Germany,Container Ship,Yed Prior
izfpas,25-10-1893,Canada,Bulk Carrier,Castula
adpayh,29-06-1553,Greece,Container Ship,Rigil Kentaurus
lqlolq,17-03-1998,Indonesia,LNG Tanker,Alshat
rthhru,20-07-1890,United States (USA),Container Ship,Botein
bjidvz,12-02-1866,Norway,Bulk Carrier,Toliman
tulqnh,08-05-1526,India,Container Ship,Almach
qyfhle,14-01-1546,United States (USA),Container Ship,Xuange
mhvyqy,26-04-1659,United Kingdom (UK),Container Ship,Alchiba
mgfvfw,01-06-1720,Solomon Islands,Container Ship,Tania Borealis
dgtffq,25-01-1894,Japan,Crude Oil Tanker,Ogma
ryjqjs,18-02-1754,Greece,Passenger (Cruise) Ship,Hatysa
maaxzl,27-04-1777,Norway,Bulk Carrier,Wurren
bprdyi,07-02-1911,Montenegro,LNG Tanker,Khambalia
itvsfj,10-03-1628,Italy,Bulk Carrier,Zavijava
xlhuqp,12-10-1935,United States (USA),Bulk Carrier,Thuban
lilrsr,05-03-1797,United States (USA),Crude Oil Tanker,Kaus Australis
jcbkpa,27-09-1841,Japan,Crude Oil Tanker,Nahn
szvwso,18-04-1659,United Kingdom (UK),Container Ship,Jabbah
bqcoxe,01-06-1891,Estonia,Passenger (Cruise) Ship,Mimosa
qyerfo,13-06-1539,Egypt,Passenger (Cruise) Ship,Alsafi
yibcbu,09-09-1544,France,Bulk Carrier,Miram
sciypd,08-03-1641,Egypt,Crude Oil Tanker,Saiph
mhatow,22-02-1764,Egypt,Crude Oil Tanker,Altair
urtpie,17-07-1672,Canada,Container Ship,Nembus
jdvwfd,11-01-1814,United States (USA),Bulk Carrier,Minchir
inkbmr,21-01-1540,Italy,Container Ship,Alkalurops
htthew,22-10-1812,South Africa,Container Ship,Sarin
oareks,19-12-1657,Montenegro,Bulk Carrier,Aldebaran
xfokdz,18-06-1901,Greece,Bulk Carrier,Matar
rczfcw,23-05-1549,United States (USA),Container Ship,Zubenelgenubi
ooxgxp,07-03-1650,United Kingdom (UK),Bulk Carrier,Sualocin
wbfqxv,17-09-1817,Canada,Container Ship,Zosma
ahwwrx,09-02-1547,Fiji,Bulk Carrier,Muscida
ocucfw,10-04-1752,Italy,Container Ship,Asterope
gdblpw,24-01-1632,New Zealand,Crude Oil Tanker,Izar
cinqsi,10-05-1881,Portugal,Crude Oil Tanker,Sirius
qxqncn,12-08-1629,Argentina,Container Ship,Jishui
lnrmnq,10-04-1700,United Kingdom (UK),Bulk Carrier,Asellus Australis
skkift,05-02-1670,United Kingdom (UK),Container Ship,Zhang
dlqkgy,31-03-1771,Japan,Container Ship,Sceptrum
puxpab,01-09-1790,Spain,Container Ship,Peacock
lcsqwx,08-08-1770,Germany,Container Ship,Mimosa
yuprxi,28-11-1590,Nauru,LNG Tanker,Adhil
vnmtid,04-08-2001,Dominican Rep,Container Ship,Dabih
szknkh,26-10-1575,China,Container Ship,Mira
bnmyxt,08-02-1773,Egypt,Container Ship,Brachium
znlsqp,31-12-1804,Norway,LNG Tanker,Chalawan
bgcctl,08-06-1608,Norway,Container Ship,Acamar
hqwqlk,29-08-1578,United Kingdom (UK),Passenger (Cruise) Ship,Cujam
cpexsk,22-08-1867,Sweden,Container Ship,Ran
svnfuu,18-10-1584,Croatia,Container Ship,Alnasl
rhjjbz,01-12-1856,Iceland,Container Ship,Terebellum
ktnsnu,12-04-1531,Puerto Rico,Container Ship,Polis
osdyfg,28-09-1939,Netherlands,Passenger (Cruise) Ship,Fafnir
aplpxd,10-11-1675,Iran,Bulk Carrier,Nekkar
jxgbmr,12-11-1663,Puerto Rico,LNG Tanker,Keid
bctyol,03-03-1600,Norway,Bulk Carrier,Rotanev
xbynmu,20-03-1991,Portugal,Bulk Carrier,Achernar
xlhuqp,05-08-1766,Sweden,LNG Tanker,Asellus Australis
hsrdkc,06-11-1877,Dominican Rep,Container Ship,Pollux
ewnnwr,20-11-1964,Japan,Bulk Carrier,Schedar
ikbgll,21-03-1920,Sweden,LNG Tanker,Jabbah
mtyxzb,07-04-1576,Norway,Container Ship,Pherkad
wjhwiw,25-07-1772,Indonesia,Bulk Carrier,Asterope
skuimu,10-12-1819,Portugal,Container Ship,Tonatiuh
xtmodg,08-04-1619,Papua New Guinea,Passenger (Cruise) Ship,Zubeneschamali
gwucxl,05-04-1654,Croatia,Crude Oil Tanker,Polaris Australis
fdxfko,12-09-1875,Portugal,Container Ship,Homam
mbqclq,03-12-1842,Sweden,Bulk Carrier,Albireo
urciis,04-04-1952,Denmark,Bulk Carrier,Rasalas
zibbbs,19-11-1525,United Kingdom (UK),Crude Oil Tanker,Alkes
kirccs,17-08-1915,United Kingdom (UK),Passenger (Cruise) Ship,Wurren
blgftx,12-12-1541,Argentina,Crude Oil Tanker,Canopus
yiprni,29-05-1893,United Kingdom (UK),LNG Tanker,Tureis
iirmtp,02-11-1651,Korea,Container Ship,Almach
cfirkq,16-03-1864,Egypt,LNG Tanker,Ankaa
qguwxv,27-08-1658,Turkey,Passenger (Cruise) Ship,Salm
kaquud,28-11-1505,Estonia,Container Ship,Rigel
utbwym,15-08-1705,Canada,Bulk Carrier,Atik
zqhbet,23-09-1820,United States (USA),Bulk Carrier,Tarf
eiwsxq,31-05-1898,Japan,LNG Tanker,Bellatrix
slytvw,08-02-1543,Canada,LNG Tanker,Wezen
eozkmr,12-06-1609,Canada,LNG Tanker,Alkarab
gfkfqc,05-09-1707,Canada,Bulk Carrier,Segin
rrkayl,01-02-1781,Japan,Bulk Carrier,Capella
jaihrs,01-07-1860,Dominican Rep,LNG Tanker,Meleph
gimtpu,25-12-1511,Madagascar,Container Ship,Tarazed
aqacmx,14-02-1825,Norway,Bulk Carrier,Zubeneschamali
omanee,01-10-1792,Faeroe Islands,Bulk Carrier,Arkab Posterior
ezrisk,20-06-1524,Canada,Bulk Carrier,Asterope
eqlmzv,22-10-1900,Norway,Container Ship,Propus
nmhbwy,02-02-1923,Sweden,Bulk Carrier,Cujam
jbrgwu,15-06-1897,Argentina,Crude Oil Tanker,Kitalpha
nhndzd,05-08-1670,Russia,LNG Tanker,Adhil
spoznj,18-08-1819,US Minor Outlying Isls,Crude Oil Tanker,Meleph
yhcfbi,30-06-1503,Croatia,Bulk Carrier,Canopus
fstche,14-06-1969,Japan,Bulk Carrier,Shaula
ijnbcj,05-08-1756,Germany,LNG Tanker,Rukbat
krqtyi,27-05-1743,Norway,Passenger (Cruise) Ship,Avior
ahwwrx,26-08-1987,Argentina,Crude Oil Tanker,Chalawan
mfzvtg,09-12-1676,Russia,Container Ship,Sadalmelik
nlbmyw,21-07-1956,United States (USA),Container Ship,Polaris Australis
ezctjr,01-01-1793,France,Bulk Carrier,Hassaleh
bhavsu,23-04-1665,Panama,Container Ship,Larawag
ownhic,23-05-1769,Philippines,Bulk Carrier,Felis
hfwatb,05-04-1658,Germany,Container Ship,Wurren
vbzfaf,03-05-1585,United Kingdom (UK),Container Ship,Aldulfin
arknnt,30-06-1822,Thailand,Bulk Carrier,Marsic
lrjsfe,29-04-1730,Argentina,Bulk Carrier,Suhail
sqmcta,28-09-1529,Angola,LNG Tanker,Yed Prior
cdofqr,04-09-1684,Isle of Man,LNG Tanker,Alchiba
gbxejs,12-02-1808,Mauritius,Bulk Carrier,Rotanev
iuxntg,14-09-1869,United States (USA),Bulk Carrier,Larawag
svapip,22-01-1961,Chile,Bulk Carrier,Titawin
kcjzmz,26-12-1741,Chile,Container Ship,Atria
nrukno,09-02-1808,Norway,Container Ship,Heze
lilrsr,07-12-1972,Slovenia,Bulk Carrier,Pollux
uleipu,17-09-1817,Netherlands,Bulk Carrier,Saiph
qvbzvq,17-11-1881,Canada,Container Ship,Scheat
xsuhkm,11-08-1579,Japan,Bulk Carrier,Alnitak
cmjaqc,21-04-1848,Latvia,LNG Tanker,Spica
mctvsf,08-12-1533,United States (USA),Bulk Carrier,Deneb Algedi
mqedgt,21-01-1963,United States (USA),Bulk Carrier,Aldhanab
